sku,post_title,total_sales,average_rating,product_id,price,stock_quantity,stock_status,z_score,categorie
15784,Ollieux Romanis Corbières Blanc Cuvée Prestige 2018,12.0,0.0,4168.0,18.2,50.0,instock,-0.5139470504358858,ordinaire
15004,Albert Mann Gewurztraminer 2017,3.0,0.0,4704.0,18.2,0.0,outofstock,-0.5139470504358858,ordinaire
15670,Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017,0.0,0.0,4718.0,18.2,19.0,instock,-0.5139470504358858,ordinaire
14192,Château de la Selve Coteaux de l'Ardèche Rouge Serre de Berty 2014,0.0,0.0,5506.0,18.2,63.0,instock,-0.5139470504358858,ordinaire
14451,Château Plaisance Fronton To Co Que Cal 2015,3.0,0.0,4684.0,18.1,25.0,instock,-0.5175428114033362,ordinaire
16022,Nouvelle-Zélande Marlborough Momo Sauvignon Blanc 2018,0.0,0.0,5380.0,18.0,24.0,instock,-0.5211385723707868,ordinaire
14912,Domaine Weinbach Pinot Blanc 2017,0.0,0.0,5610.0,18.0,11.0,instock,-0.5211385723707868,ordinaire
15753,David-Beaupère Juliénas La Bottière Vieilles Vignes 2018,0.0,0.0,5483.0,17.9,22.0,instock,-0.5247343333382373,ordinaire
15080,Château Tour De Pez Saint-Estèphe Les Hauts de Pez 2016,0.0,0.0,5809.0,17.9,0.0,outofstock,-0.5247343333382373,ordinaire
15342,Zind-Humbrecht Muscat Turckheim 2016,1.0,0.0,6035.0,17.9,21.0,instock,-0.5247343333382373,ordinaire
15605,Château de La Liquière Faugères Cistus Rouge 2017,5.0,0.0,4192.0,17.8,43.0,instock,-0.5283300943056877,ordinaire
15665,Chermette Domaine du Vissoux Moulin à Vent Les Trois Roches 2018,2.0,0.0,4264.0,17.8,48.0,instock,-0.5283300943056877,ordinaire
14676,Domaine Pellé Menetou Salon Rouge Morogues 2017,0.0,0.0,4672.0,17.8,5.0,instock,-0.5283300943056877,ordinaire
12882,Domaine de Montbourgeau Vin de Paille 2013,0.0,0.0,5907.0,17.7,5.0,instock,-0.5319258552731382,ordinaire
